Enum	Text
DragonNestPreName1	sea ​​dragon
DragonNestPreName2	Green Dragon
DragonNestPreName3	desert dragon
EXP_DRAGONNEST_FULL_NAME	{0}-{1}
EmblemToolTipPPTTitle	Heraldic qualifications
JadeToolTipPPTTitle	Dragon jade qualification
GUILD_LIVENESS_1	[dd3131][c]{0}[/c][-]
GUILD_LIVENESS_2	[fbd03b][c]{0}[/c][-]
GUILD_LIVENESS_3	[3bfb95][c]{0}[/c][-]
GUILD_LIVENESS_TIPS	[dd3131][c]activity<{0}[/c][-],very inactive{n}[fbd03b][c]{1}≤activity<{2}[/c][-], Generally active {n}[3bfb95][c]{3}≤activity<{4}[/c][-], active{n}{5}≤activity, very active{n} guild members get daily Activity will be counted as {n}guild activity{n}Please keep members active
ResidueTimes_Tips	Times {0}/{1}
EmblemAttriTittle	Attribute Heraldry Effect
EmblemSkillTittle	Skill emblem effect
SKILLEMBLEM_NONE	There is currently no way to obtain this skill emblem
EmblemAttriDes	Not equipped with attribute crest
EmblemSkillDes	Skill Emblem has not been equipped
DesigationTitle	title attribute effect
Desigation_none	Title attribute has not been activated
SkillNameAndLevel	[98ff8d] 【{0}】 [-] Lv {1}
PET_PRIVILEGE_EXP	EXP+{0}%
PET_PRIVILEGE_EXP_TIP	This feeding gets {0} experience, adventurer privilege +{1} experience
PET_SEAT_BUY	Whether to spend {0} dragon coins to add a mount bar
PET_EXPERIENCE	Experience+{0}
PET_FULLNESS	full + {0}
PET_LEVEL_OPEN	Level {0} Comprehension
PET_THROW	Are you sure you want to release {0}? {n}[ff0000](The mount will disappear forever after being released)[-]
PET_TRANSFER_NOT_ENOUGH_TIP	At least 2 mounts required
ACTIVATION	activation
ACTIVATED	activated
PET_OPEN_SKILL	Learning Condition: Level {0} Open
PET_NEW_SKILL	{0} has a flash of inspiration! realized {1}
PET_REPLACE_SKILL	{0} has a flash of inspiration! realized {1} (forgot {2})
PET_RIDE	ride
PET_DOWN	remove
PET_EXP_PERCENT_TIP	Your mount is full enough, the feed experience for this feeding has decreased by {0}%
PET_FULL_DEGREE_TIP	{n}When the mount's fullness is 100%, it will no longer be able to feed. {n} Satiety continues to decay over time.
PET_HISTORY_LEVEL_MAX	After the transfer, the level up before level {0} cannot comprehend the skill
CAREER_PK_BEYONG_ALL	(Exceeded {0}% full server players)
CAREER_PK_RANK	{0} names
CAREER_PK_RANK_OUT	Not in the ranking
CAREER_ONLINE_TIME	{0} hours
CAREER_CONTINUOUS_LOGIN	{0} days
CAREER_GROWTH_PROCESS_LEVEL	After a series of challenges, I quickly upgraded to the [ee401c]{0}[-] level
CAREER_GROWTH_PROCESS_NEST	Cooperated with like-minded adventurers and successfully made the first pass [ee401c]{0}[-]
CAREER_GROWTH_PROCESS_DRAGON	After going through trials and tribulations in the dragon's lair with like-minded adventurers, we finally got through [ee401c]{0}[-]
CAREER_GROWTH_PROCESS_BORN	The heroic adventurer has come to the continent of Altria
CAREER_GROWTH_PROCESS_TIME	{0}.{1}.{2}
OpenAll	open all
XSys_PVPAcitivity	Athletics
PVPActivity_Wait	Wait for the chairman to open
PVPActivity_Go	go to
PVPActivityUnOpen	The event has not started yet
VIPGiftGetUnableTips	You need to upgrade to V privilege {0} to claim it~
VIPGiftGetGetTips	I already got it~
VIPGiftGetBtnUnableTips	V{0} can be claimed
VIPTabsShow	V{0} privilege
VIPLevelUpTips	[b]V Privilege[/b]{0}{1}Congratulations on your successful activation of V{2} Privilege
VIPLevelUpBtnLabel	View V Privileges
RechargeBtnText	recharge
VIPBtnText	VIP privileges
TITLE_RUN_LABEL_0	[u]You still need {0} to go to get >[-]
TITILE_QUIKE	click too fast
TITLE_RUN_LABEL_1	[u] Go to get>[-]
TITLE_NEW_GET	Congratulations on your promotion to {0}
TITLE_NOOPEN	Title not yet available
MYSELF_SERVERS	my server
FRIENDS_SERVERS	buddy server
BACK_SERVERS	Celebration return service
CanGetReward	The first {0} passers can receive rewards
MyRank	Rank NO.{0}
YourRank	Your rank is NO.{0}
RewardIsNone	The reward has been collected, come back next time
HadNotPass	Haven't cleared yet, let's challenge
FirstPassReward	First Pass Reward
RankReward1	Top {0} reward
FirstPassReward1	Top 10 Rewards
GoToBattle	go to challenge
FirstPassDes	Clear {3} hard mode on {0} year {1} month {2}
FRIEND_RECEIVE_GIFT_INFO	[dfdb2d] Send a gift! [-]
RECHARGET_FIRST_GIFT_INFO	You can get [b9f20d][b]{1}[/b][-] by accumulating full recharge of [b9f20d][b]{0}[/b][-]!
OPTION_IDENTITY	identity
FirstPassReward2	Top 20 Rewards
FirstPassReward3	Top 50 Rewards
FirstPassReward4	Top 100 Rewards
WELFARE_GROWTHFUND_ERRORCODE2	Successfully received {0} dragon coins, and the idol fund with a total of 10560 dragon coins has been distributed
WELFARE_GROWTHFUND_ERRORCODE1	Obtained {0} Dragon Coins
WELFARE_GROWTHFUND_ERRORCODE	Buying idol fund to get {0} dragon coins has been credited
WELFARE_GROWTHFUND_CONTENT	get it now
WELFARE_GROWTHFUND_CONTENT1	Reached level [ff0000]{0}[-]
WELFARE_GROWTHFUND_CONTENT2	Logged in for [ff0000]{0}[-] days in a row
WELFARE_GROWTHFUND_MESSAGE1	Less than {0} level
WELFARE_GROWTHFUND_MESSAGE2	Login required for {0} days
WELFARE_GROWTHFUND_ERROR	inactivated
WELFARE_FATIGE_FULL	The current stamina is full
WELFARE_NOT_ENOUGH_COIN	Insufficient gold coins, please exchange first
WELFARE_NOT_ENOUGH_DRAGON_COIN	Insufficient dragon coins, please exchange first
WELFARE_GOLD_BACK	gold coin recovery
WELFARE_DRAGON_BACK	Dragon Coin Retrieve
WELFARE_FATIGE_ERROR	The current maximum physical strength has been reached, and it needs to consume physical strength to continue to retrieve it.
WELFARE_NOT_ENOUGH	You are still missing {0}{1}. Would you like to use {2}{3} to exchange for {4}{5} to retrieve it?
WELFARE_REACH_MAX	Retrieval limit reached
WELFARE_FATIGE_MAX	You have reached the current maximum stamina recovered, and you need to consume more stamina to continue recovering
WELFARE_ITEMMAX	The item deduction has reached the maximum value.
NoPass	Not cleared
ChatApollo_1	Please click the small speaker button to turn on the real-time voice
ChatApollo_2	Live Voice is on
ChatApollo_3	Live Voice is off
ChatApollo_4	Microphone is off
ChatApollo_5	Microphone is on
ChatApollo_6	Voice room creation failed
GivedPrise	clicked
SWITCH_TO_HELPER	The state of support has been switched, and clearing the level will not consume the number of times but will not get any rewards
NoGivePrise	Like to receive the award
ERR_PETSYS_NOT_OPEN	Mount system is not open
ERR_PET_SEAT_NOT_ENOUGH	Insufficient number of mount bars
PET_LEVEL_MAX_TIP	The mount has reached its maximum level
PET_LEVEL_MORE_ROLE_TIP	The mount's level cannot exceed 2 times the character's level
ERR_PET_IS_FULL	Your mount is full
ERR_STATE_CANTCHANGE	Cannot switch to another state in the current state
ERR_PE_CAN_NOT_RELEASE	Activated and mounted mounts cannot be released
ERR_SCENE_NOT_PET	You cannot ride a mount in this scene
FirstPassTips	Clearing {0} for the first time
FirstPassTittle	Clearance {0} ranking
ERR_BLACK_REPEATED	already on the blacklist
ERR_BLACK_SELF	You cannot be blacklisted
NewFriendNotify	Requested through your friend
TimeFormate	yyyy year MM month dd day / nHH hour mm minute
IdentifyThird	Authentication properties
SpriteLotterySafeTip	Summon {0} more times to get a |[im=common/Universal||icondjdj_3|] level elf
SpriteLotteryNextFreeTime	until next free {0}
XSys_SpriteSystem_Main	Elf
XSys_SpriteSystem_Shop	shop
XSys_SpriteSystem_Lottery	call
XSys_SpriteSystem_Fight	go into battle
XSys_SpriteSystem_Resolve	break down
XSys_SpriteSystem_EquipMade	to build
SpriteStarMaxTips	Maximum star level reached
SpriteCostText	Consume {0}
SpriteCostType603	Rising Star Potion
SpriteAwake_Title	After awakening, the [FFD700] aptitude[-] of the elves will be regenerated
SpriteAwake_Tip	Whether to continue?
SpriteAwake_Tip2	Qualifications will only be replaced when awakening to obtain higher combat power
SpriteAwake_Consume	Consume {0} Awakening Potion x{1}
SpriteAwake_Error	Insufficient props, need {0} awakening potions
SpriteAwake_Ensure	Are you sure you want to keep the awakening effect of low combat power?
SpriteSkill_Type2	Passive skill
SpriteSkill_Type1	Captain Skill
SpriteSkill_Quality	Quality: {0}
SpriteSkill_NextEffect	next level effect
SpriteSkill_MaxEffect	max level reached
SpriteResolveMaxTips	Breakdown list is full
SpriteSkill_NoneCaptainTips	Please select an elf from the left to be the captain
SpriteResolveSureTips	Do you want to decompose the currently selected sprites that contain {n} of level A or above or level 1 or above?
SpriteResolveTips	Decomposition of elves may obtain elves star-raising potion, awakening potion, feeding items, S-level L-level elves essence {n}{n} star-raising potions will all be returned, and the decomposed elves will disappear
SpriteStarUpLevelTips	Elves can continue to upgrade their stars after reaching level {0}
SpriteNull	You don't have any spirits~
SpriteLevelUpTips	Genie upgrade!
SpriteExpTips	Gain {0} experience in this feeding
SpriteExpTips2	Gain {0} EXP in this feeding, Chamber of Commerce privilege +{1}
SpriteResolveAllTips	The master can't decompose all the elves
SpriteAttributeUpColor	[00ff00]{0}[-]
SpriteAttributeDownColor	[ff0000]{0}[-]
SpriteAwakeLevelLimit	Level {0} opens the awakening function
SpriteStarUpLevelLimit	Level {0} opens the star upgrade function
SpriteStarUpUnLock	Deselected, cultivation will not receive this attribute bonus
SpriteStarUpLock	Selected, cultivation will likely get this attribute bonus
SpriteTrainCostTipe	Does consuming {0}{1}{n}[FFD700] no longer get [-]{2}
SpriteStarUpAttr	physical attack
SpriteStarUpLockMaxTips	Can't remove more attribute bonuses to get oh
SpriteStarUpText	Rising star
SpriteTrainText	nourish
SpriteRebornTips	Consume {0} or {1} to reset the current star level's nurturing effect? {n}The star-raising potion consumed by this star level training will be fully refunded
SpriteRebornText	rebirth
SpriteRebornToZeroTips	[ff0000]Whether to respawn the elves to 0 stars? {n} All star-raising potions will be returned after rebirth to 0 stars
SpriteStarUpSure	The cultivation effect of this level cannot be reset after the star upgrade{n}Are you sure you want to upgrade the star?
SpriteIllustrationName	Elf Collection Book
SpriteAwardPreview	Reward Preview
SpriteIllustrationType1	Grade props
SpriteIllustrationType2	level elf
PET	mount
PriseNum	Likes
FirstPassTeamTime	Cleared at MM, MM, DD, HH, yyyy year
EnhanceRate	Strengthen the success rate
EnhanceAddRate	Tip: Strengthen success rate after strengthening failure
EnhanceCanFullTrans	Enhancement level can be 100% transferable to other equipment
AfterBreakCanEnhance	The strengthening level has reached the bottleneck, and can continue to strengthen after breaking through
EnhanceConsume	Strengthen consumption
BreakCons	Breakthrough consumption
Break	breakthrough
EnhanceMoreThanMax	Exceeded max level
EnhanceLevel	Reinforcement level
CanEnhanceMaxLevel
LevelName	class
EnhanceMasterLevel	Strengthen {0}
ERR_ENHANCE_MORETHANMAXLEVEL	Level {0} equipment can only inherit up to level {1} ​​enhancement level
CombainSucceed	Auto-synthesize {0}
Ge	Piece
ERR_IBSHOP_LACKGOODS	Product does not exist
ERR_IBSHOP_LIMITCOUNT	You have purchased more than the limit
ERR_IBSHOP_LACKDIAMOND	Not enough money
ERR_IBSHOP_LACKDRAGON	Not enough money
ERR_IBSHOP_ERRPARAM	Mall parameters are wrong
ERR_IBSHOP_BUYLV	Insufficient purchase level
ERR_IBSHOP_VIPLEVEL	Not enough VIP level
ERR_IBSHOP_OPENGROUP	A few days before the opening
ERR_INVALID_IBBUY	Direct purchase system error
ERR_SELF_GIFT_SELF	Direct purchase can not be given to yourself
ERR_CROSS_IBBUY	Direct purchase cannot cross-server purchase
ERR_IBGIFT_DAY_MAXBUYCOUNT	Exceed the daily limit of purchases
ERR_IBSHOP_TEXTLEN	The message exceeds the maximum character limit
ERR_GIFTIB_NOTGOODS	request no item
FASHION_ALL_UNEXSIT	This costume must be worn in a full set, not a single piece
DECK_UNLOCK	[b] Level {0} unlocked
CATD_ATTRIBUTE_REWARD	Activate {0}
CATD_ATTRIBUTE_REWARD2	Break through {0}
CATD_ATTRIBUTE_ACTIVE	activation
CATD_ATTRIBUTE_ACTIVE2	breakthrough
CATD_BUY	Are you sure you spend {0} card fragments to buy {1} cards? {n} (currently has {2} card fragments)
CATD_NO_CAN_BUY	This card cannot be redeemed
CATD_ACTIVE_NUM	Activate the current Pokédex {0} combinations to unlock
CATD_UNLOCK_TIPS	Level {0} can be broken through
ERR_REVIVE_MONEYLIMIT	Your Dragon Coins are not enough
ActiveNewEnhanceMaster	Successfully activated full-body equipment enhancement level {0} effect
SDO_TOKEN	passport of SNDA
GUEST_TOKEN	tourists
WECHAT_TOKEN	WeChat
AUTHORIZED_FAIL	Authorization failed
AUTHORIZED_ERROR	error code:
AUTHORIZED_CONNECT_FAIL	Failed to connect to authorization server
LOGIN_FAIL	Login failed
LOGIN_TIMEOUT	Login timed out
LOGIN_CONNECT_FAIL	Failed to connect to the game server, please check the current network status
CANCEL_QUEUE	leave the waiting queue
ENTER_WORLD_FAIL	Failed to enter the game
ENTER_WORLD_TIMEOUT	Enter game timeout
CHECKING_NETWORK	Checking network connection...
CONNECT_SERVER_FAIL	Failed to connect to the game server, please check the network status, Irene is working hard
AUCTION_PURCHASE_ONLINE	On sale: {0}
AUCTION_SALE_FROST	Whether to spend {0} to purchase {1}, the product becomes bound after purchase and cannot be listed again
AUCTION_DRAGON_COIN_UNFULL	This item requires {0}, whether to spend {1} to exchange for {2}
AUCTION_LEAVE_COUNT	{0} left
AUCTION_PUTDOWN	Handling
AUCTION_RPUTAWAY	relist
AUCTION_SELL_FINISH	This item is sold out
ACUTION_SOLDOUT	Product off the shelf
AUCTION_PUTAWAY	listed
AUCTION_TITLE_PUTAWAY	Items are on the shelf
AUCTION_TITLE_OUTTIME	Item expired
AUCTION_FREE	Manual refresh {0}
AUCTION_FRESHTIME_BUTTON	{0} refresh
AUCTION_FREE_REFRESH_MESSAGE	You can refresh after {0}
AUCTION_EMPTY_MESSAGE	The product is too popular, temporarily out of stock
AUCTION_FRESHTIME_LABEL	System refresh {0}
AUCTION_NOT_PURCHASE	There are no products in this category
AUCTION_NOT_FULL	Too popular, the product quantity is not {0}, please re-enter the quantity
AUCTION_COUNT_UNADD	no more
AUCTION_COUNT_UNSUB	could not be less
AUCTION_BUY_CHECK	No Spend {0} to buy {1}
AUCTION_REFRESH	Are you sure you want to spend {0} to refresh?
AUCTION_BLOCKING	Freeze period {0}
AUCTION_BUY_SUCCESS	successful purchase
AUCTION_LOCK_TIME	The product is frozen, it can be sold after {0}
AUCTION_REPUAWAY_SUCCESS	The re-listing is successful, the sale period is {0} days, and it will be automatically removed when it expires
AUCTION_PUTAWAY_SUCCESS	The listing is successful, the sale period is {0} days, and it will be automatically removed when it expires
AUCTION_QUITSALE	{0}, removed successfully
AUCTION_PUTAWAY_FULL	There's so much on the shelves now that it can't fit any more
SmeltAttrFull	The purification attribute is full
EquipSmelt	Equipment Refinement
EmbleSmelt	Heraldic Purification
CARD_HAS_COUNT	Number of possessions: {0}
SkillEmblemCannotSmelt	Skill Emblem cannot be refined
SmeltSucceed0	Good luck, this attribute is great!
SmeltSucceed1	Good luck, I want to let the world know that this property is contracted by you!
SmeltSucceed2	Good luck is on the way, you saved the galaxy in your last life before letting you wash out this attribute!
SmeltSucceed3	Good luck, mother no longer have to worry about me being bullied by little monsters!
SmeltSucceed4	Good luck, what could be more wonderful than this?
SmeltSucceed5	Good luck is at the head, this attribute is one in a hundred, and Liang Chen never speaks empty words!
SmeltSucceed6	Good luck, I give 99 points to this attribute, and the remaining 1 point is afraid of your pride!
SmeltSucceed7	Good luck in the first place, God, this sky-defying attribute must be added with a special effect of 50 cents!
SmeltSucceed8	Good luck, Xiao Gongju, are you happy when you wash me?
SmeltSucceed9	Good luck, this picture is too beautiful I dare not look at it!
SmeltLost0	Bad luck, this attribute is up to 5 hairs, no more...
SmeltLost1	Bad luck, congested, I want to be quiet...
SmeltLost2	Bad luck, slippery hands, stop washing...
SmeltLost3	Bad luck, ugly people need to read more, bad attributes, hard work...
SmeltLost4	Bad luck, just a little bit, keep working hard yo...
SmeltLost5	Bad luck, my heart is basically broken...
SmeltLost6	Bad luck, wash, wash, don't give up if you don't wash...
SmeltLost7	Bad luck, confused face, can you wash out worse?
SmeltLost8	Bad luck, this attribute, blame me?
SmeltLost9	Bad luck, if the purification is serious, whoever washes will go crazy
DragonCrusadeEnoughCount	Insufficient times, reset times every Monday at 5:00, Boss HP will not reset
DragonCrusadeLast	Insufficient progress, please clear {0} first
DragonCrusadeDone	Cleared
EndlessAbyss	endless abyss
SmeltRange	Washable range
SmeltBadNotReplace	It will be replaced only after refining a higher numerical attribute.
DragonCrusadeBossFight	BOSS strength: {0}
DragonCrusadeCurrent	Current combat power: {0}
DragonCrusadeNeedLevel	Level {0} can be challenged
DragonCrusadeWin	Congratulations on passing {0}
NoDice	No extra dice so far
SKY_ARENA_TIME	Every Monday night[fcd034]20:00~20:05[-] Registration available
FullBreakRate	Breakthrough success rate 100%
ATLAS_CARD_NOT_ENOUGH	Insufficient cards needed to activate
EquipSmeltLevel	Only equipment at level {0} or above can be refined.
EmblemSmeltLevel	Only the coat of arms of level {0} and above can be refined.
CannotUnLockAnyBox	Only {0} treasure chests can be unlocked in the same time period
FATIGUEOVERFLOWTIPS	The upper limit of stamina is {0} points. The part that exceeds the upper limit cannot be obtained. Do you want to claim it?
ERR_LEVELSEAL_PROP_NOT_ENGOUTH	Insufficient seal medals, full-level character clearance experience points will be converted into seal medals
CARD_ACTIVE_OK	Successfully activated combination: {0}
CARD_COUNT_MAX	already the maximum number
CARD_COUNT_MIN	already minimum
DragonCrudageWinHit	Team rank promoted to {0}
ReplyDiceFullTips	the dice are full
ERR_ATLAS_NOT_BREAK	There are currently no cards that are completely useless.
Achi_Or_Des_UnComplete	Haven't met the requirements yet
CARD_BUY_INSUFFICIENT	Not enough fragments
MovingCannotReturn	You can't go back while you're going
ERR_ACCOUNT_INVALID	The corresponding account cannot be retrieved, please log in again
ERR_LOGIN_NOT_IN_WHITE_LIST	The server is not open yet
SuperRiskEmpty	Haha, there is nothing here~
SuperRiskBox	Treasure chests can produce a lot of props and illustrated rewards!
