TaskType	TaskID	PreTaskID	StepID	BranchID	ConditionType	Content	Prof	ProfLevel	TaskTime	EndTime	BeginTaskNPCID	EndTaskNPCID	RequiredLevel	ActivityID	TaskTitle	TaskDesc	InprocessDesc	BeginDesc	EndDesc	PassScene	TaskScene	TaskItem	TaskMonster	RewardItem	MailID	TaskActivity	HideTaskTitleTag	AchieveMedalLevel	TaskStateTutorial
10	7004										13|13|13|13|13|13|13	13|13|13|13|13|13|13	30		公会钓鱼教学	去公会跟小伙伴一起钓鱼吧		艾琳期待地看着你	快试试公会钓鱼吧					5851=20					
10	80001										182|182|182|182|182|182|182	182|182|182|182|182|182|182	130		杰兰特传·一	角落里有个熟悉的身影	进入关卡命运的相遇	角落里有个熟悉的身影	角落里有个熟悉的身影		51080=1			1=100000|827=2					
10	80002	80001									182|182|182|182|182|182|182	182|182|182|182|182|182|182	130		杰兰特传·二	继续听听杰兰特的故事	进入关卡无奈的重逢	继续听听杰兰特的故事	继续听听杰兰特的故事		51081=1			1=100000|827=2					
10	80003	80002									182|182|182|182|182|182|182	182|182|182|182|182|182|182	130		杰兰特传·三	继续听听杰兰特的故事	进入关卡破碎的友谊	继续听听杰兰特的故事	继续听听杰兰特的故事		51082=1			1=100000|827=2					
10	80004	80003									182|182|182|182|182|182|182	182|182|182|182|182|182|182	130		杰兰特传·四	继续听听杰兰特的故事	进入关卡金龙的殒命	继续听听杰兰特的故事	继续听听杰兰特的故事		51083=1			1=100000|827=2					
10	80005	80004									182|182|182|182|182|182|182	182|182|182|182|182|182|182	130		杰兰特传·五	继续听听杰兰特的故事	进入关卡冰冷的事实	继续听听杰兰特的故事	继续听听杰兰特的故事		51084=1			1=100000|827=2					
10	80006	80005									182|182|182|182|182|182|182	182|182|182|182|182|182|182	130		杰兰特传·六	继续听听杰兰特的故事	进入关卡海龙的末日	继续听听杰兰特的故事	继续听听杰兰特的故事		51085=1			8532=1					
6	2008000		1	2	8	18=1			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008000		2	-1	8	18=2			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008001	2008000	1	2|3|4	8	18=1			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008001		2	5	8	18=2			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008001		3	5	8	18=3			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008001		4	5	8	18=4			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20|1175=5					
6	2008001		5	6	8	18=5			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008001		6	-1	8	18=6			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008002	2008001	1	2|3|4	8	18=1			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008002		2	5	8	18=2			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008002		3	5	8	18=3			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20|612=5					
6	2008002		4	5	8	18=4			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008002		5	6	8	18=5			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008002		6	-1	8	18=6			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008003	2008002	1	2|3|4	8	18=1			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008003		2	5	8	18=2			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20|1278=3					
6	2008003		3	5	8	18=3			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008003		4	5	8	18=4			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008003		5	6	8	18=5			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008003		6	-1	8	18=6			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008004	2008003	1	2|3|4	8	18=1			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008004		2	5	8	18=2			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008004		3	5	8	18=3			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20|4809=20					
6	2008004		4	5	8	18=4			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008004		5	6	8	18=5			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008004		6	-1	8	18=6			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008005	2008004	1	2|3|4	8	18=1			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008005		2	5	8	18=2			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008005		3	5	8	18=3			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008005		4	5	8	18=4			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20|4819=3					
6	2008005		5	6	8	18=5			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008005		6	-1	8	18=6			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008006	2008005	1	2|3|4	8	18=1			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008006		2	5	8	18=2			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20|781=5					
6	2008006		3	5	8	18=3			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008006		4	5	8	18=4			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008006		5	6	8	18=5			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008006		6	-1	8	18=6			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008007	2008006	1	2|3|4	8	18=1			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008007		2	5	8	18=2			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008007		3	5	8	18=3			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008007		4	5	8	18=4			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20|840=1					
6	2008007		5	6	8	18=5			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008007		6	-1	8	18=6			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008008	2008007	1	2|3|4	8	18=1			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008008		2	5	8	18=2			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008008		3	5	8	18=3			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20|1420=100					
6	2008008		4	5	8	18=4			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008008		5	6	8	18=5			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008008		6	-1	8	18=6			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008009	2008008	1	2|3|4	8	18=1			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008009		2	5	8	18=2			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008009		3	5	8	18=3			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008009		4	5	8	18=4			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20|8700=5					
6	2008009		5	6	8	18=5			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008009		6	-1	8	18=6			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008010	2008009	1	2|3|4	8	18=1			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008010		2	5	8	18=2			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20|193650=3					
6	2008010		3	5	8	18=3			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008010		4	5	8	18=4			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								1=100000|1183=20					
6	2008010		5	-1	8	18=5			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008011	2008010	1	2	8	18=1			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你													
6	2008011		2	-1	8	18=2			2020|03|05|05|00|00	2020|03|18|23|59|59	89|89|89|89|89|89|89	89|89|89|89|89|89|89	20		三周年庆知识问答	西戴尔要考考你								64371=1					
